gene	BF.misA	BF.misB	BF.pLoF	BF.total	qval	pval	oe_lof_upper	oe_lof_upper_bin	dn.misA	dn.misB	dn.pLoF	case.pLoF	ctrl.pLoF
NDUFS6	0.966787	0.99179	0.144894	0.138932	0.974335	0.469376	1.297	7	0	0	0	0	0
KRTAP4-9	0.944911	0.986272	0.149076	0.13893	0.974338	0.469433	1.933	9	0	0	0	0	0
C10orf91	0.960109	0.990115	0.146147	0.138929	0.97434	0.46949	1.835	9	0	0	0	0	0
IL1R2	0.900471	0.974776	0.158268	0.138921	0.974343	0.469522	1.69	8	0	0	0	0	2
OCM	0.972345	0.993178	0.143852	0.138919	0.974346	0.469579	1.944	9	0	0	0	0	0
MESP1	0.970989	0.992839	0.144099	0.138916	0.974349	0.469635	1.944	9	0	0	0	0	0
CDK2AP1	0.966197	0.991642	0.144978	0.138907	0.974351	0.469693	0.857	4	0	0	0	0	0
SNCA	0.975369	0.99393	0.143282	0.138905	0.974354	0.46975	0.429	2	0	0	0	0	0
GATC	0.969843	0.992554	0.14428	0.138887	0.974357	0.469807	1.695	8	0	0	0	0	0
OR4C5	0.948451	0.987171	0.148335	0.138884	0.974359	0.469864	1.663	8	0	0	0	0	0
BLOC1S6	0.971361	0.992932	0.143989	0.138877	0.974362	0.469921	1.688	8	0	0	0	0	0
CTC-534A2.2	0.959427	0.989943	0.146203	0.13886	0.974365	0.470008	1.011	5	0	0	0	0	0
NSG2	0.952291	0.988143	0.147564	0.138857	0.974368	0.470065	0.428	2	0	0	0	0	0
PRSS50	0.890472	0.972133	0.160382	0.138836	0.97437	0.470097	0.99	5	0	0	0	0	2
BTG1	0.9699	0.992568	0.144214	0.138833	0.974373	0.470154	0.738	3	0	0	0	0	0
H2AFZ	0.973326	0.993422	0.143581	0.138832	0.974376	0.470211	0.435	2	0	0	0	0	0
IQCF5	0.958389	0.989682	0.146369	0.138831	0.974378	0.470268	1.19	6	0	0	0	0	0
RNASE1	0.957948	0.989571	0.146451	0.138829	0.974381	0.470325	1.874	9	0	0	0	0	0
KRTAP5-10	0.960436	0.990197	0.145976	0.138826	0.974384	0.470381	1.975	9	0	0	0	0	0
PIGP	0.974076	0.993609	0.143437	0.138826	0.974386	0.470438	1.368	7	0	0	0	0	0
CPLX2	0.967237	0.991902	0.1447	0.138825	0.974389	0.470495	0.75	4	0	0	0	0	0
CPLX4	0.970699	0.992767	0.144054	0.138822	0.974392	0.470552	1.707	8	0	0	0	0	0
URGCP-MRPS24	0.976387	0.994183	0.143011	0.138821	0.974395	0.470609	1.35	7	0	0	0	0	0
C20orf141	0.961826	0.990546	0.145698	0.138811	0.974397	0.470666	1.732	8	0	0	0	0	0
C11orf45	0.964327	0.991174	0.145217	0.1388	0.9744	0.470784	1.701	8	0	0	0	0	0
COX5A	0.969661	0.992508	0.14422	0.138796	0.974403	0.47084	0.791	4	0	0	0	0	0
NOTO	0.958499	0.98971	0.146305	0.13879	0.974405	0.470928	1.333	7	0	0	0	0	0
CASQ2	0.918043	0.979369	0.154356	0.138782	0.974408	0.470957	1.375	7	0	0	0	0	2
CRH	0.964766	0.991284	0.145101	0.138769	0.974411	0.471046	0.72	3	0	0	0	0	0
PRH1	0.967261	0.991908	0.144632	0.138765	0.974414	0.471102	1.361	7	0	0	0	0	0
IL18	0.967914	0.992072	0.144482	0.138737	0.974416	0.471159	1.284	7	0	0	0	0	0
TMEM253	0.956195	0.989129	0.146686	0.138736	0.974419	0.471216	1.67	8	0	0	0	0	0
TAC4	0.977431	0.994443	0.142722	0.138725	0.974422	0.471273	1.658	8	0	0	0	0	0
CEP41	0.920929	0.980117	0.153691	0.138724	0.974424	0.471302	0.922	5	0	0	0	0	2
ACOT13	0.970857	0.992807	0.143919	0.13872	0.974427	0.471359	1.936	9	0	0	0	0	0
UCN2	0.968673	0.992261	0.144313	0.13871	0.97443	0.471416	1.779	9	0	0	0	0	0
UCP2	0.910657	0.977446	0.155822	0.1387	0.974432	0.471448	1.549	8	0	0	0	0	2
MCHR1	0.879178	0.969124	0.162772	0.138687	0.974435	0.471482	1.28	7	0	0	0	0	2
LEP	0.967293	0.991916	0.144545	0.138687	0.974438	0.471539	0.832	4	0	0	0	0	0
NENF	0.973684	0.993511	0.143349	0.138671	0.974441	0.471596	1.446	7	0	0	0	0	0
BLOC1S2	0.975433	0.993946	0.143027	0.138669	0.974443	0.471685	1.178	6	0	0	0	0	0
GNRH2	0.97454	0.993724	0.143177	0.138656	0.974446	0.471742	1.918	9	0	0	0	0	0
COX5B	0.972627	0.993248	0.143523	0.138652	0.974449	0.47183	0.443	2	0	0	0	0	0
POLE3	0.96868	0.992263	0.14425	0.138651	0.974451	0.471886	1.284	7	0	0	0	0	0
CAV2	0.96869	0.992266	0.144248	0.138651	0.974454	0.471943	1.343	7	0	0	0	0	0
MZT2B	0.962647	0.990752	0.145369	0.138645	0.974457	0.472	1.565	8	0	0	0	0	0
THRSP	0.9622	0.99064	0.145446	0.138638	0.974459	0.472057	1.692	8	0	0	0	0	0
LSM10	0.953906	0.988552	0.147017	0.138635	0.974462	0.472114	1.913	9	0	0	0	0	0
ATP6V0E2	0.957327	0.989415	0.14636	0.138631	0.974465	0.472171	1.189	6	0	0	0	0	0
AC024592.12	0.947832	0.987014	0.148184	0.138629	0.974467	0.472259	1.4	7	0	0	0	0	0
FXYD1	0.97878	0.994777	0.142376	0.138627	0.97447	0.472316	0.846	4	0	0	0	0	0
IMP3	0.962846	0.990802	0.145305	0.138619	0.974473	0.472373	1.966	9	0	0	0	0	0
C1orf64	0.957429	0.98944	0.146327	0.138619	0.974475	0.472429	1.855	9	0	0	0	0	0
DNAJC24	0.974031	0.993597	0.143228	0.138616	0.974478	0.472486	1.815	9	0	0	0	0	0
LGALS7B	0.968645	0.992254	0.144213	0.138609	0.974481	0.472542	1.462	7	0	0	0	0	0
ANKRD63	0.94869	0.987231	0.147988	0.138602	0.974484	0.472631	0.987	5	0	0	0	0	0
TDP1	0.875754	0.968206	0.163461	0.1386	0.974486	0.472655	1.107	6	0	0	0	1	3
GHRL	0.973107	0.993367	0.143372	0.138591	0.974489	0.472712	1.966	9	0	0	0	0	0
NUDT2	0.96981	0.992545	0.143974	0.138586	0.974492	0.472769	1.45	7	0	0	0	0	0
ZNF425	0.794834	0.945725	0.184359	0.138581	0.974494	0.472793	1.676	8	0	0	0	1	3
PMP2	0.97514	0.993873	0.142985	0.138576	0.974497	0.47285	1.301	7	0	0	0	0	0
B2M	0.976255	0.99415	0.142781	0.138575	0.9745	0.472907	0.709	3	0	0	0	0	0
ZBED6CL	0.943525	0.985919	0.148955	0.138564	0.974502	0.472964	1.88	9	0	0	0	0	0
TBC1D20	0.905355	0.976059	0.156787	0.138549	0.974505	0.472994	0.364	1	0	0	0	0	2
ZFAND2A	0.966977	0.991837	0.144459	0.138548	0.974508	0.473051	1.685	8	0	0	0	0	0
TMEM235	0.954029	0.988583	0.146899	0.138546	0.97451	0.473108	1.388	7	0	0	0	0	0
RPA3	0.977302	0.994411	0.142553	0.138539	0.974513	0.473164	1.951	9	0	0	0	0	0
CCL21	0.968951	0.992331	0.144076	0.138532	0.974516	0.473221	1.212	6	0	0	0	0	0
NUTM2A	0.947021	0.986808	0.148235	0.13853	0.974518	0.473277	1.936	9	0	0	0	0	0
CMTM6	0.971091	0.992865	0.143671	0.138522	0.974521	0.473333	0.881	4	0	0	0	0	0
MDK	0.971741	0.993027	0.143551	0.138522	0.974524	0.47339	0.868	4	0	0	0	0	0
FAM209B	0.962856	0.990805	0.145198	0.138519	0.974526	0.473447	1.903	9	0	0	0	0	0
CST5	0.968781	0.992288	0.144087	0.138512	0.974529	0.473503	1.893	9	0	0	0	0	0
KCNA10	0.880635	0.969514	0.162225	0.138506	0.974532	0.473535	1.224	6	0	0	0	0	2
BET1L	0.964994	0.991341	0.144771	0.138493	0.974534	0.473592	1.55	8	0	0	0	0	0
C2orf48	0.963604	0.990992	0.145022	0.138485	0.974537	0.473649	1.185	6	0	0	0	0	0
FAM216B	0.969798	0.992542	0.143869	0.138483	0.97454	0.473705	1.639	8	0	0	0	0	0
CXCL12	0.965352	0.991431	0.144688	0.138478	0.974542	0.473762	1.179	6	0	0	0	0	0
NGB	0.966602	0.991744	0.144448	0.138471	0.974545	0.473844	1.54	8	0	0	0	0	0
WFDC5	0.967122	0.991874	0.144338	0.138458	0.974548	0.473901	1.241	6	0	0	0	0	0
MRPS6	0.972351	0.993179	0.143372	0.138457	0.97455	0.473958	1.694	8	0	0	0	0	0
ZNF705G	0.949332	0.987394	0.147704	0.138453	0.974553	0.474015	1.931	9	0	0	0	0	0
ATP5G3	0.973696	0.993514	0.143114	0.138446	0.974556	0.474071	0.826	4	0	0	0	0	0
C12orf77	0.96583	0.99155	0.144565	0.138445	0.974558	0.474128	1.735	8	0	0	0	0	0
FAM86B2	0.955588	0.988976	0.146489	0.13844	0.974561	0.474184	1.736	8	0	0	0	0	0
AC135048.1	0.939459	0.984883	0.149622	0.138439	0.974564	0.474241	1.76	8	0	0	0	0	0
TOMM22	0.970941	0.992828	0.143605	0.138432	0.974566	0.474298	0.66	3	0	0	0	0	0
HIST1H1C	0.961346	0.990426	0.145384	0.138426	0.974569	0.474355	1.861	9	0	0	0	0	0
EID1	0.964505	0.991218	0.144791	0.138425	0.974572	0.474412	0.89	4	0	0	0	0	0
CGB2	0.960196	0.990137	0.145589	0.138415	0.974574	0.474498	1.84	9	0	0	0	0	0
LAMTOR2	0.972906	0.993317	0.143225	0.138413	0.974577	0.474555	0.929	5	0	0	0	0	0
C10orf35	0.96664	0.991753	0.144371	0.138404	0.97458	0.474611	1.574	8	0	0	0	0	0
C21orf140	0.95054	0.9877	0.147417	0.138402	0.974582	0.474668	1.236	6	0	0	0	0	0
SNRPD2	0.96318	0.990886	0.145013	0.138401	0.974585	0.474725	0.56	2	0	0	0	0	0
AP000349.1	0.947355	0.986893	0.148017	0.138387	0.974588	0.474812	1.539	8	0	0	0	0	0
IL13	0.965159	0.991382	0.144627	0.138385	0.97459	0.474869	1.628	8	0	0	0	0	0
MGST1	0.967562	0.991984	0.14418	0.138385	0.974593	0.474926	1.72	8	0	0	0	0	0
ARTN	0.969025	0.992349	0.143909	0.138384	0.974596	0.474983	1.025	5	0	0	0	0	0
TSLP	0.968602	0.992244	0.143985	0.138382	0.974598	0.475039	1.584	8	0	0	0	0	0
ARL4A	0.966505	0.991719	0.144373	0.138382	0.974601	0.475095	0.553	2	0	0	0	0	0
OLIG1	0.968364	0.992184	0.144028	0.138381	0.974604	0.475174	0.849	4	0	0	0	0	0
RPS26	0.969644	0.992504	0.143785	0.138375	0.974606	0.475231	0.483	2	0	0	0	0	0
CTD-2521M24.10	0.948357	0.987147	0.147806	0.138371	0.974609	0.47532	1.428	7	0	0	0	0	0
C22orf39	0.970305	0.992669	0.143649	0.138361	0.974612	0.47541	1.77	9	0	0	0	0	0
PTGES	0.962449	0.990703	0.145106	0.138359	0.974614	0.475467	0.727	3	0	0	0	0	0
NME3	0.968856	0.992307	0.143905	0.138351	0.974617	0.475524	1.949	9	0	0	0	0	0
RP11-872D17.8	0.952156	0.988109	0.147048	0.138348	0.97462	0.475581	1.864	9	0	0	0	0	0
TAC1	0.97731	0.994412	0.142355	0.138347	0.974622	0.475638	0.535	2	0	0	0	0	0
TPRKB	0.972441	0.993201	0.14324	0.138346	0.974625	0.475695	1.313	7	0	0	0	0	0
LY6G5C	0.968631	0.992251	0.14394	0.138345	0.974628	0.475752	0.929	5	0	0	0	0	0
ZNRD1	0.971515	0.992971	0.143409	0.138344	0.97463	0.475809	0.911	4	0	0	0	0	0
CEBPD	0.966826	0.9918	0.144273	0.138343	0.974633	0.475866	0.984	5	0	0	0	0	0
AIF1	0.97243	0.993199	0.143236	0.13834	0.974636	0.475923	1.619	8	0	0	0	0	0
KRTAP13-2	0.959957	0.990077	0.145545	0.138331	0.974638	0.47598	1.947	9	0	0	0	0	0
GPX1	0.954316	0.988655	0.146614	0.138329	0.974641	0.476065	1.892	9	0	0	0	0	0
KIAA1143	0.971628	0.992999	0.143371	0.138328	0.974644	0.476122	1.324	7	0	0	0	0	0
CHMP1B	0.962928	0.990823	0.144981	0.138325	0.974646	0.476178	0.688	3	0	0	0	0	0
PLA2G1B	0.968601	0.992243	0.143907	0.138307	0.974649	0.476235	1.965	9	0	0	0	0	0
NABP1	0.96016	0.990128	0.145465	0.138291	0.974651	0.476292	1.356	7	0	0	0	0	0
IFNE	0.96503	0.99135	0.144549	0.138287	0.974654	0.476349	1.621	8	0	0	0	0	0
MUC5B	0.201853	0.685634	0.99916	0.138281	0.974657	0.476353	0.249	0	0	0	0	3	2
CST1	0.962456	0.990705	0.145019	0.138277	0.974659	0.47641	1.96	9	0	0	0	0	0
FGF19	0.963523	0.990972	0.144814	0.138272	0.974662	0.476466	1.119	6	0	0	0	0	0
TRIML1	0.902303	0.975258	0.157126	0.138268	0.974665	0.476499	1.369	7	0	0	0	0	2
IFI6	0.961772	0.990533	0.145125	0.138255	0.974667	0.476556	1.648	8	0	0	0	0	0
CRABP1	0.967167	0.991885	0.144111	0.138248	0.97467	0.476641	1.441	7	0	0	0	0	0
EMC4	0.961826	0.990546	0.145104	0.138246	0.974673	0.476698	0.438	2	0	0	0	0	0
OR4F5	0.969087	0.992365	0.143748	0.13824	0.974675	0.476755	1.84	9	0	0	0	0	0
CTNNBIP1	0.972475	0.99321	0.143119	0.138235	0.974678	0.476812	1.383	7	0	0	0	0	0
PROK1	0.967696	0.992017	0.143999	0.138235	0.974681	0.476869	1.901	9	0	0	0	0	0
GADD45G	0.967896	0.992067	0.143959	0.138232	0.974683	0.476926	0.719	3	0	0	0	0	0
C1orf61	0.969688	0.992515	0.143627	0.138231	0.974686	0.476982	1.853	9	0	0	0	0	0
AC009065.1	0.949231	0.987369	0.147483	0.138227	0.974688	0.477096	1.895	9	0	0	0	0	0
IL21	0.970697	0.992767	0.143423	0.138213	0.974691	0.477185	0.643	3	0	0	0	0	0
PPP1R17	0.969281	0.992413	0.14368	0.13821	0.974694	0.477241	1.56	8	0	0	0	0	0
DHFRL1	0.962707	0.990768	0.144896	0.138205	0.974696	0.477298	1.435	7	0	0	0	0	0
TXNL4A	0.963957	0.991081	0.144658	0.1382	0.974699	0.477354	1.822	9	0	0	0	0	0
MED10	0.971657	0.993006	0.143231	0.138198	0.974702	0.477411	1.092	6	0	0	0	0	0
ASCL4	0.967771	0.992036	0.143944	0.138195	0.974704	0.477468	1.831	9	0	0	0	0	0
C4orf26	0.959971	0.99008	0.145399	0.138194	0.974707	0.477524	1.673	8	0	0	0	0	0
GABARAP	0.975588	0.993985	0.142508	0.138193	0.97471	0.477581	0.82	4	0	0	0	0	0
GCSH	0.97369	0.993513	0.142852	0.138191	0.974712	0.477638	1.423	7	0	0	0	0	0
NAAA	0.919409	0.979723	0.15341	0.138187	0.974715	0.477669	1.232	6	0	0	0	0	2
CDKN2A	0.964039	0.991102	0.144627	0.138185	0.974717	0.477726	0.949	5	0	0	0	0	0
H2AFV	0.96581	0.991545	0.144286	0.138175	0.97472	0.477783	0.822	4	0	0	0	0	0
GML	0.965669	0.99151	0.144307	0.13817	0.974723	0.477839	1.465	7	0	0	0	0	0
CENPBD1	0.951679	0.987989	0.146949	0.138168	0.974725	0.477896	1.897	9	0	0	0	0	0
TCF21	0.965461	0.991458	0.144318	0.138144	0.974728	0.478007	0.52	2	0	0	0	0	0
FGF1	0.964157	0.991131	0.144554	0.138137	0.974731	0.478064	0.863	4	0	0	0	0	0
HRSP12	0.974562	0.99373	0.142631	0.138131	0.974733	0.478121	0.977	5	0	0	0	0	0
VAMP2	0.972013	0.993095	0.14309	0.138125	0.974736	0.478178	0.422	2	0	0	0	0	0
GEMIN6	0.967136	0.991877	0.143978	0.138116	0.974738	0.478236	1.759	8	0	0	0	0	0
SAA1	0.971139	0.992877	0.143236	0.138112	0.974741	0.478292	1.613	8	0	0	0	0	0
SNCB	0.975262	0.993904	0.142475	0.138103	0.974744	0.47838	0.976	5	0	0	0	0	0
ASIP	0.964403	0.991193	0.144467	0.138098	0.974746	0.478437	1.576	8	0	0	0	0	0
OTUD1	0.950257	0.987629	0.147145	0.138096	0.974749	0.478493	0.619	3	0	0	0	0	0
SLC35B2	0.899121	0.97442	0.157618	0.138092	0.974752	0.478525	0.628	3	0	0	0	0	2
CTD-3214H19.16	0.95675	0.989269	0.145895	0.138087	0.974754	0.478582	1.579	8	0	0	0	0	0
FERD3L	0.967686	0.992015	0.143846	0.138086	0.974757	0.478638	1.122	6	0	0	0	0	0
C3orf22	0.961723	0.99052	0.144952	0.138083	0.974759	0.478696	1.275	7	0	0	0	0	0
RP11-111M22.2	0.956479	0.989201	0.145938	0.138079	0.974762	0.478752	1.506	8	0	0	0	0	0
TRIM49C	0.947113	0.986831	0.147731	0.138075	0.974765	0.478838	1.699	8	0	0	0	0	0
PDRG1	0.974026	0.993596	0.142663	0.138067	0.974767	0.478896	1.547	8	0	0	0	0	0
ZNF77	0.877724	0.968734	0.162371	0.138061	0.97477	0.478923	1.539	8	0	0	0	0	2
PPP1R14C	0.97214	0.993127	0.14299	0.138051	0.974773	0.47898	1.345	7	0	0	0	0	0
C15orf40	0.968262	0.992159	0.14369	0.138038	0.974775	0.479037	0.956	5	0	0	0	0	0
MAP1LC3A	0.96222	0.990645	0.144808	0.138033	0.974778	0.479094	1.328	7	0	0	0	0	0
TBC1D29	0.968607	0.992245	0.143618	0.138031	0.97478	0.479151	1.687	8	0	0	0	0	0
SOAT2	0.86171	0.964414	0.166086	0.138025	0.974783	0.479174	1.48	7	0	0	0	1	3
FAU	0.9659	0.991568	0.144111	0.138023	0.974786	0.479231	0.476	2	0	0	0	0	0
RAP2B	0.964311	0.99117	0.144405	0.138022	0.974788	0.479288	0.801	4	0	0	0	0	0
ARL4C	0.962522	0.990721	0.144736	0.138019	0.974791	0.479345	0.632	3	0	0	0	0	0
HMGA1	0.966551	0.991731	0.143984	0.138017	0.974793	0.479402	0.509	2	0	0	0	0	0
C19orf43	0.965572	0.991486	0.144164	0.138016	0.974796	0.479458	0.819	4	0	0	0	0	0
TNFAIP8	0.961976	0.990584	0.144834	0.138015	0.974799	0.479514	0.969	5	0	0	0	0	0
DYNLT1	0.975628	0.993995	0.142314	0.138012	0.974801	0.47957	1.497	8	0	0	0	0	0
FAM26D	0.967553	0.991982	0.143791	0.13801	0.974804	0.479626	1.674	8	0	0	0	0	0
HIST1H1E	0.959305	0.989913	0.145328	0.138008	0.974807	0.479683	1.593	8	0	0	0	0	0
VCPKMT	0.959352	0.989925	0.145319	0.138007	0.974809	0.47974	1.841	9	0	0	0	0	0
RPP25	0.958075	0.989603	0.145554	0.138002	0.974812	0.479798	1.498	8	0	0	0	0	0
FAM132B	0.953048	0.988335	0.146501	0.137994	0.974814	0.479854	1.277	7	0	0	0	0	0
UBL4B	0.961379	0.990434	0.144913	0.137984	0.974817	0.479911	1.843	9	0	0	0	0	0
TMEM230	0.963727	0.991023	0.144469	0.137979	0.97482	0.479968	1.641	8	0	0	0	0	0
FGFBP3	0.965467	0.991459	0.144143	0.137977	0.974822	0.480024	1.893	9	0	0	0	0	0
CYP2C9	0.906953	0.976477	0.155788	0.137969	0.974825	0.480056	1.402	7	0	0	0	0	2
RPP14	0.969516	0.992472	0.143374	0.137957	0.974827	0.480113	1.451	7	0	0	0	0	0
PRAMEF16	0.98288	0.995793	0.140938	0.137942	0.97483	0.48017	1.882	9	0	0	0	0	0
CARD16	0.961011	0.990342	0.144936	0.137939	0.974833	0.480227	0.973	5	0	0	0	0	0
MPG	0.902073	0.975197	0.156802	0.137939	0.974835	0.48026	1.65	8	0	0	0	0	2
CRABP2	0.967916	0.992072	0.143646	0.137935	0.974838	0.480317	1.443	7	0	0	0	0	0
C6orf223	0.956373	0.989174	0.145803	0.137933	0.97484	0.480374	1.757	8	0	0	0	0	0
MPLKIP	0.965134	0.991376	0.144156	0.13793	0.974843	0.48043	1.665	8	0	0	0	0	0
ZNF529	0.90577	0.976167	0.155976	0.137911	0.974846	0.480462	0.873	4	0	0	0	0	2
IFT20	0.972138	0.993126	0.142833	0.137899	0.974848	0.480518	0.854	4	0	0	0	0	0
CALM2	0.973949	0.993577	0.142501	0.137898	0.974851	0.480575	0.368	1	0	0	0	0	0
LYPD2	0.956034	0.989089	0.145825	0.137892	0.974853	0.480631	1.33	7	0	0	0	0	0
H1FX	0.962036	0.990599	0.144687	0.137886	0.974856	0.480688	1.353	7	0	0	0	0	0
UBE2L3	0.965096	0.991366	0.144117	0.137885	0.974859	0.480746	0.499	2	0	0	0	0	0
RPL35A	0.971845	0.993053	0.142867	0.13788	0.974861	0.480803	0.409	1	0	0	0	0	0
DNAJC19	0.975016	0.993843	0.142286	0.137877	0.974864	0.48086	1.308	7	0	0	0	0	0
CGB7	0.958046	0.989596	0.14541	0.13786	0.974866	0.480917	1.886	9	0	0	0	0	0
LSM3	0.976447	0.994198	0.142009	0.137859	0.974869	0.480973	1.766	9	0	0	0	0	0
NDUFAB1	0.966906	0.99182	0.143751	0.137856	0.974872	0.48103	0.749	4	0	0	0	0	0
TGIF2-C20orf24	0.963568	0.990984	0.144352	0.137838	0.974874	0.481087	0.45	2	0	0	0	0	0
PIGK	0.921967	0.980386	0.152495	0.137838	0.974877	0.481115	0.774	4	0	0	0	0	2
PLGRKT	0.972233	0.99315	0.142751	0.137836	0.974879	0.481171	1.874	9	0	0	0	0	0
SNCG	0.966135	0.991627	0.143872	0.137836	0.974882	0.481228	1.625	8	0	0	0	0	0
CCL14	0.973191	0.993388	0.142572	0.137832	0.974885	0.481285	1.753	8	0	0	0	0	0
UCN3	0.954528	0.988709	0.146045	0.13783	0.974887	0.481341	1.726	8	0	0	0	0	0
DR1	0.970355	0.992681	0.143087	0.137829	0.97489	0.481398	0.368	1	0	0	0	0	0
RP11-298I3.5	0.953264	0.988389	0.146281	0.137825	0.974892	0.481454	0.764	4	0	0	0	0	0
DESI2	0.957421	0.989438	0.145488	0.137822	0.974895	0.481511	0.449	2	0	0	0	0	0
KRTAP4-6	0.942919	0.985765	0.148262	0.137809	0.974898	0.481567	1.813	9	0	0	0	0	0
ISCU	0.968521	0.992223	0.143402	0.137808	0.9749	0.481624	1.156	6	0	0	0	0	0
RNF11	0.96863	0.992251	0.14338	0.137806	0.974903	0.481681	0.69	3	0	0	0	0	0
CHCHD4	0.968327	0.992175	0.143436	0.137806	0.974905	0.481737	0.953	5	0	0	0	0	0
BTF3L4	0.970204	0.992644	0.143076	0.137792	0.974908	0.481795	0.698	3	0	0	0	0	0
MANF	0.967629	0.992	0.143542	0.137784	0.97491	0.481852	1.469	7	0	0	0	0	0
GJA8	0.874927	0.967984	0.162689	0.137784	0.974913	0.481882	0.999	5	0	0	0	0	2
RNASE4	0.959499	0.989961	0.145049	0.137777	0.974916	0.481973	1.905	9	0	0	0	0	0
PHF5A	0.973577	0.993484	0.142438	0.13777	0.974918	0.48203	0.455	2	0	0	0	0	0
CCL23	0.968095	0.992117	0.143439	0.137768	0.974921	0.482087	1.72	8	0	0	0	0	0
IGFL3	0.971509	0.992969	0.142797	0.137754	0.974923	0.482171	1.176	6	0	0	0	0	0
FAM19A1	0.966634	0.991751	0.143681	0.137741	0.974926	0.482229	0.737	3	0	0	0	0	0
LSM1	0.973304	0.993416	0.142455	0.137739	0.974929	0.482286	1.206	6	0	0	0	0	0
AP000304.12	0.959874	0.990056	0.14493	0.137731	0.974931	0.482342	0.778	4	0	0	0	0	0
C19orf81	0.959929	0.99007	0.14491	0.137721	0.974934	0.482399	1.56	8	0	0	0	0	0
MCEE	0.967808	0.992045	0.143439	0.137717	0.974936	0.482456	1.344	7	0	0	0	0	0
PLA2G2D	0.966116	0.991622	0.143751	0.137716	0.974939	0.482513	1.786	9	0	0	0	0	0
PPP3R1	0.971739	0.993026	0.142715	0.137715	0.974941	0.48257	0.664	3	0	0	0	0	0
PPIL3	0.976218	0.994141	0.141896	0.13771	0.974944	0.482656	0.398	1	0	0	0	0	0
CNRIP1	0.963175	0.990885	0.144288	0.137708	0.974947	0.482712	1.029	5	0	0	0	0	0
MYL12A	0.963202	0.990892	0.144277	0.137702	0.974949	0.482769	1.756	8	0	0	0	0	0
HIST1H1B	0.959478	0.989956	0.144973	0.137702	0.974952	0.482826	1.104	6	0	0	0	0	0
ADCYAP1	0.966725	0.991774	0.143611	0.137691	0.974954	0.482884	0.752	4	0	0	0	0	0
CST2	0.966262	0.991658	0.143694	0.137688	0.974957	0.482941	1.939	9	0	0	0	0	0
SRFBP1	0.926535	0.981566	0.151395	0.137687	0.97496	0.48297	1.258	7	0	0	0	0	2
CDKN2C	0.964233	0.99115	0.144063	0.137681	0.974962	0.483027	0.948	5	0	0	0	0	0
GALP	0.971978	0.993086	0.142619	0.137664	0.974965	0.483117	1.7	8	0	0	0	0	0
NUDCD2	0.971191	0.99289	0.14276	0.137662	0.974967	0.483174	1.205	6	0	0	0	0	0
MRPL54	0.959926	0.990069	0.144826	0.137642	0.97497	0.483262	1.436	7	0	0	0	0	0
FAM19A2	0.972706	0.993268	0.142448	0.137627	0.974972	0.483341	0.727	3	0	0	0	0	0
KRTAP1-3	0.959543	0.989973	0.144882	0.137627	0.974975	0.483398	1.181	6	0	0	0	0	0
MAL	0.964482	0.991213	0.143952	0.137619	0.974978	0.483455	0.509	2	0	0	0	0	0
OR6J1	0.937769	0.984451	0.149063	0.137613	0.97498	0.483514	1.647	8	0	0	0	0	0
TEX36	0.955064	0.988844	0.145709	0.137609	0.974983	0.483571	1.597	8	0	0	0	0	0
PFDN6	0.972772	0.993284	0.142413	0.137605	0.974985	0.483628	0.343	1	0	0	0	0	0
OR2AJ1	0.941	0.985276	0.148417	0.137604	0.974988	0.483685	1.863	9	0	0	0	0	0
CEBPA	0.969946	0.992579	0.142921	0.137597	0.97499	0.483773	1.177	6	0	0	0	0	0
ZG16	0.954532	0.98871	0.145795	0.137595	0.974993	0.483829	0.647	3	0	0	0	0	0
CALR3	0.915633	0.978743	0.153532	0.13759	0.974996	0.483861	1.14	6	0	0	0	0	2
ACOT6	0.963594	0.99099	0.144084	0.137588	0.974998	0.483918	1.631	8	0	0	0	0	0
GPI	0.856009	0.962862	0.16693	0.137587	0.975001	0.483941	0.689	3	0	0	0	1	3
MRPS18C	0.974486	0.993711	0.142071	0.137576	0.975003	0.483998	1.454	7	0	0	0	0	0
UQCRH	0.976795	0.994285	0.141648	0.13757	0.975006	0.484054	1.347	7	0	0	0	0	0
FAM209A	0.95841	0.989687	0.145034	0.137569	0.975008	0.484111	1.417	7	0	0	0	0	0
APCS	0.95904	0.989846	0.144914	0.137567	0.975011	0.484168	1.83	9	0	0	0	0	0
C16orf92	0.965927	0.991575	0.143629	0.137566	0.975013	0.484224	1.261	7	0	0	0	0	0
PGA4	0.998374	0.999603	0.137843	0.137564	0.975016	0.484281	1.874	9	0	0	0	0	0
TMEM240	0.946204	0.9866	0.14736	0.137564	0.975019	0.484338	0.87	4	0	0	0	0	0
MAGOHB	0.977024	0.994342	0.141597	0.137561	0.975021	0.484395	0.741	3	0	0	0	0	0
CSF2	0.96384	0.991052	0.144009	0.13756	0.975024	0.484452	0.505	2	0	0	0	0	0
CDA	0.966343	0.991679	0.14354	0.137555	0.975026	0.484538	1.318	7	0	0	0	0	0
ASAH2C	0.958254	0.989648	0.145046	0.137552	0.975029	0.484594	1.002	5	0	0	0	0	0
MYL12B	0.962101	0.990615	0.144314	0.137542	0.975031	0.484651	1.204	6	0	0	0	0	0
C1orf54	0.971301	0.992917	0.142612	0.137538	0.975034	0.484708	1.577	8	0	0	0	0	0
GGACT	0.936659	0.984167	0.149197	0.137534	0.975037	0.484764	1.919	9	0	0	0	0	0
